product_id,product_name,variant_id,variant_sku,variant_price,option_values
6050,diffuser oil refill + reeds HOLIDAY,9553,REFATM,22,choose your fragrance: autumn equinox
6050,diffuser oil refill + reeds HOLIDAY,9554,REFBLC,22,choose your fragrance: blue christmas
6050,diffuser oil refill + reeds HOLIDAY,9555,REFCCR,22,choose your fragrance: crushed cranberry
6050,diffuser oil refill + reeds HOLIDAY,9556,REFEGG,22,choose your fragrance: eggnog
6050,diffuser oil refill + reeds HOLIDAY,9557,REFORG,22,choose your fragrance: orange clove
6050,diffuser oil refill + reeds HOLIDAY,9558,REFPUM,22,choose your fragrance: pumpkin pecan
6050,diffuser oil refill + reeds HOLIDAY,9559,REFSLR,22,choose your fragrance: sleigh ride
6050,diffuser oil refill + reeds HOLIDAY,9560,REFSNO,22,choose your fragrance: snowflakes
6050,diffuser oil refill + reeds HOLIDAY,9561,REFWWL,22,choose your fragrance: winter wonderland
6051,diffuser oil refill + reeds SUMMER,9563,REFBUM,22,choose your fragrance: beach bum
6051,diffuser oil refill + reeds SUMMER,9564,REFBLS,22,choose your fragrance: blueberry shortcake
6051,diffuser oil refill + reeds SUMMER,9565,REFDRT,22,choose your fragrance: dirt
6051,diffuser oil refill + reeds SUMMER,9566,REFGRS,22,choose your fragrance: grass stain
6051,diffuser oil refill + reeds SUMMER,9567,REFPLC,22,choose your fragrance: pure lilac
6051,diffuser oil refill + reeds SUMMER,9568,REFSNS,22,choose your fragrance: sunshower
6051,diffuser oil refill + reeds SUMMER,9708,REFMOR,22,choose your fragrance: morning blooms
6051,diffuser oil refill + reeds SUMMER,9709,REFSDZ,22,choose your fragrance: sundazed
6051,diffuser oil refill + reeds SUMMER,9756,REFHOR,22,choose your fragrance: tropical horizon
